,T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
354,20.1,30.0,11.4,1013.8,47,1.8,8.9,22.2,46.70833333333334
355,20.1,29.0,13.8,1014.3,52,1.9,7.2,22.2,91.75
356,20.3,28.1,14.0,1013.6,52,1.9,9.3,22.2,99.91666666666669
357,17.2,27.4,10.5,1014.9,52,1.6,4.8,14.8,119.70833333333331
358,17.1,26.3,10.2,1015.1,54,1.6,2.8,11.1,110.875
359,15.8,22.3,10.4,1016.2,77,1.0,8.9,14.8,203.58333333333331
360,15.0,20.8,13.2,1016.8,93,1.1,3.5,9.4,25.08333333333333
361,14.2,20.0,10.4,1019.2,82,1.6,1.9,9.4,57.08333333333334
362,11.7,17.6,7.4,1022.3,85,0.3,0.4,3.5,349.29166666666674
363,11.3,17.5,7.2,1018.8,81,0.8,5.7,13.0,188.04166666666663
364,9.5,17.5,5.6,1018.1,84,0.5,0.9,3.5,310.25
365,9.3,16.0,6.0,1020.0,85,0.6,8.1,14.8,204.375
366,10.8,17.0,6.3,1017.7,82,0.8,7.8,11.1,223.25
367,10.4,19.2,4.8,1018.6,71,0.8,2.8,11.1,248.95833333333331
368,14.9,21.6,8.8,1017.4,76,0.8,0.9,7.6,172.75
369,14.7,21.6,10.2,1018.1,97,0.6,3.1,9.4,146.79166666666666
370,15.0,16.8,13.6,1017.5,94,0.5,0.9,7.6,113.875
371,9.8,17.6,6.4,1016.6,90,0.5,3.9,11.1,227.0
372,10.1,14.5,7.2,1019.2,90,0.3,3.3,7.6,231.25
373,10.5,16.3,6.8,1020.1,84,0.5,1.5,5.4,272.125
374,12.3,18.3,4.0,1017.1,81,0.5,4.8,9.4,228.79166666666663
375,12.1,18.3,9.0,1017.5,86,0.6,5.2,9.4,200.875
376,12.3,19.0,5.8,1019.3,82,0.5,0.9,7.6,214.04166666666663
377,13.9,21.6,9.4,1019.0,79,1.0,1.9,14.8,217.25
378,13.4,20.7,9.8,1020.1,80,0.8,7.2,11.1,212.45833333333331
379,13.3,17.5,9.5,1021.2,79,0.8,3.7,7.6,202.66666666666663
380,13.1,18.3,8.5,1020.6,80,0.8,4.1,14.8,138.79166666666666
381,13.7,18.3,11.6,1019.9,91,0.6,0.9,7.6,153.08333333333334
382,13.3,18.4,9.8,1019.3,79,1.0,5.2,14.8,159.70833333333334
383,13.8,21.5,7.2,1018.0,60,2.4,9.1,24.1,151.875
384,15.1,24.0,6.7,1017.6,66,1.3,5.0,11.1,224.79166666666663
385,17.3,23.8,10.4,1017.5,70,1.0,11.9,18.3,177.625
386,16.7,23.8,13.0,1020.7,75,0.8,7.2,14.8,149.625
387,15.7,25.6,7.4,1016.9,68,1.4,1.9,7.6,161.16666666666666
388,16.7,25.6,9.3,1017.5,66,1.4,4.4,13.0,136.75
389,16.9,25.5,10.5,1019.9,65,2.3,5.6,22.2,50.91666666666666
390,17.2,25.5,9.3,1012.8,61,2.4,6.7,20.6,120.20833333333331
391,19.3,28.6,10.6,1009.5,65,2.6,4.3,14.8,137.125
392,18.9,28.6,11.2,1012.8,73,0.8,1.5,7.6,197.08333333333331
393,22.9,29.3,17.0,1012.4,78,1.6,7.6,14.8,166.375
394,22.8,29.3,18.0,1013.7,72,1.9,7.2,14.8,126.58333333333331
395,21.9,29.1,15.2,1014.1,69,2.3,11.3,18.3,94.91666666666669
396,23.2,28.6,18.4,1008.5,65,1.4,6.5,13.0,133.95833333333334
397,20.0,27.6,14.5,1009.8,42,1.9,6.7,11.1,69.25
398,19.2,27.6,11.1,1013.0,49,2.6,5.7,11.1,79.29166666666667
399,17.3,19.0,15.2,1011.0,94,1.8,14.8,24.1,31.625
400,17.4,22.1,14.6,1012.6,92,1.9,6.7,16.5,20.416666666666668
401,16.1,22.1,12.8,1013.8,84,1.8,5.6,13.0,61.125
402,18.6,27.3,12.5,1014.0,79,2.6,3.9,13.0,49.58333333333334
403,19.4,27.6,14.0,1015.2,79,2.3,7.8,18.3,34.916666666666664
404,18.1,24.1,13.3,1021.1,60,2.7,12.2,20.6,47.5
405,21.3,28.3,14.2,1014.7,70,1.6,4.1,9.4,128.83333333333334
406,21.6,27.3,15.8,1015.3,71,2.6,7.8,20.6,56.33333333333334
407,17.7,27.3,16.0,1015.3,92,1.9,11.5,18.3,20.291666666666668
408,21.1,28.3,14.0,1014.8,69,2.4,5.4,13.0,59.16666666666666
409,22.5,30.2,14.5,1014.8,68,2.6,9.1,22.2,83.83333333333333
410,24.9,31.7,15.8,1014.8,65,2.6,5.9,13.0,89.375
411,26.8,35.1,18.5,1011.7,68,2.3,2.6,11.1,101.375
412,28.6,36.5,20.3,1012.4,59,1.8,9.3,55.4,109.75
413,27.7,35.6,20.4,1011.7,54,2.7,7.4,24.1,42.91666666666666
414,25.1,30.8,19.0,1010.4,70,2.1,3.7,11.1,47.25
415,26.4,32.5,20.3,1007.4,64,1.9,2.4,9.4,81.20833333333333
416,28.7,34.7,21.0,1004.7,53,1.9,9.4,18.3,52.29166666666666
417,24.4,34.7,19.0,1004.6,76,3.1,7.0,14.8,28.45833333333333
418,23.9,31.4,19.2,1010.2,69,1.9,9.8,13.0,49.5
419,25.2,32.2,18.2,1012.0,56,2.6,6.7,16.5,75.16666666666667
420,25.8,32.5,18.6,1010.3,58,2.7,9.1,24.1,53.125
421,24.9,32.2,19.0,1013.7,74,2.3,7.0,13.0,54.70833333333334
422,26.4,32.5,20.0,1012.8,68,2.6,3.0,11.1,52.625
423,27.6,34.3,20.8,1013.0,65,3.1,5.9,14.8,51.375
424,32.0,40.6,21.6,1003.9,45,2.7,4.3,9.4,94.33333333333331
425,32.8,40.6,26.0,1005.8,45,1.9,7.2,11.1,92.91666666666669
426,31.8,39.6,25.4,1005.6,35,1.9,11.1,27.8,80.20833333333333
427,30.4,39.1,22.2,1005.9,51,1.9,13.0,22.2,71.66666666666667
428,28.8,37.1,22.8,1008.0,59,1.9,15.7,25.9,31.83333333333333
429,30.2,37.1,23.5,1006.7,59,1.9,17.6,33.5,47.66666666666666
430,31.2,39.4,24.2,1005.8,52,2.7,5.4,14.8,48.125
431,30.2,37.6,23.6,1006.3,47,2.6,4.4,11.1,56.25
432,30.9,38.9,21.7,1006.7,44,2.7,3.0,11.1,103.41666666666669
433,35.7,42.7,27.6,1003.4,21,1.9,14.4,27.8,76.875
434,34.1,42.7,27.0,1003.2,29,1.9,12.2,27.8,86.375
435,35.1,42.7,25.7,1001.6,35,2.3,8.3,18.3,77.70833333333333
436,28.3,38.7,23.8,1006.5,65,2.4,7.8,14.8,48.5
437,29.9,35.9,22.0,1007.4,56,2.6,4.4,11.1,55.08333333333334
438,28.7,35.8,24.2,1006.5,58,1.9,7.0,18.3,67.45833333333333
439,31.4,41.5,24.9,1002.2,50,1.8,14.8,50.0,18.875
440,33.2,41.5,22.4,1002.0,38,2.4,14.6,22.2,61.5
441,35.8,42.6,27.0,1000.4,30,2.6,11.3,24.1,68.91666666666667
442,37.8,45.5,28.0,996.7,29,2.6,10.9,22.2,77.375
443,35.3,45.5,24.4,999.2,33,2.3,17.0,55.4,63.91666666666666
444,33.8,45.0,24.8,1001.3,26,2.6,6.7,18.3,63.66666666666666
445,35.3,40.6,28.9,1000.7,30,1.9,15.2,27.8,63.625
446,30.1,40.6,23.5,1002.2,47,1.9,14.3,29.4,25.45833333333333
447,31.6,39.9,22.2,1003.4,46,1.9,8.5,20.6,20.75
448,28.7,34.1,23.6,1004.3,59,1.9,6.7,11.1,40.5
449,35.1,42.5,26.0,999.4,42,2.6,7.2,16.5,64.83333333333333
450,36.3,42.9,27.7,998.7,38,2.6,6.3,22.2,63.0
451,37.6,42.4,30.0,998.8,32,1.9,18.7,27.8,73.83333333333333
452,31.9,41.6,28.0,998.8,52,2.3,9.4,14.8,31.875
453,27.0,39.7,20.5,1000.2,82,1.9,3.9,13.0,54.95833333333334
454,30.8,34.9,25.5,999.4,66,1.9,3.1,9.4,77.75
455,35.9,41.6,29.0,996.7,54,1.9,8.5,18.3,75.33333333333333
456,33.0,42.3,27.2,997.8,56,1.9,13.0,25.9,32.583333333333336
457,30.4,34.4,25.3,997.0,70,1.9,5.6,20.6,28.375
458,26.5,36.8,22.4,994.9,86,1.8,6.3,11.1,28.54166666666667
459,31.5,36.8,24.0,994.7,62,1.8,11.7,22.2,51.04166666666666
460,32.7,38.0,27.0,996.9,56,1.9,14.1,29.4,40.0
461,31.9,37.8,25.0,1001.8,61,1.9,4.3,9.4,37.583333333333336
462,33.8,38.9,27.0,1001.1,54,1.9,7.0,13.0,37.625
463,33.4,39.8,27.6,999.7,54,1.9,13.0,25.9,34.375
464,28.3,33.6,23.3,998.4,87,1.9,1.7,7.6,42.29166666666666
465,31.2,35.8,24.8,998.6,77,1.9,2.8,11.1,45.66666666666666
466,29.7,35.8,25.2,998.9,82,1.9,2.6,9.4,40.625
467,29.9,33.7,23.3,1000.6,78,2.6,4.8,11.1,26.875
468,31.1,35.6,26.4,998.5,73,1.9,10.9,18.3,30.70833333333333
469,33.4,37.0,27.0,994.1,61,1.9,17.2,29.4,10.208333333333334
470,30.1,34.7,26.0,997.7,76,1.9,0.7,5.4,43.04166666666666
471,29.1,34.7,24.4,999.2,82,1.9,4.8,11.1,19.416666666666668
472,31.5,35.7,25.7,999.9,74,1.9,8.1,13.0,8.416666666666666
473,31.3,36.5,27.3,999.3,73,2.7,8.7,14.8,0.0
474,30.0,36.6,27.0,998.8,76,2.6,16.9,25.9,0.0
475,29.7,34.7,24.6,1000.2,74,2.7,11.3,18.3,4.833333333333333
476,28.9,31.6,25.0,999.7,77,1.9,4.1,14.8,15.375
477,28.4,32.6,25.4,1002.7,77,1.9,0.9,7.6,19.83333333333333
478,29.8,33.9,25.0,1003.5,75,1.9,2.6,7.6,25.79166666666667
479,31.6,35.5,25.4,1001.9,63,1.9,5.4,11.1,22.70833333333333
480,29.4,34.4,26.4,999.9,86,1.8,2.2,14.8,31.33333333333333
481,28.8,34.4,25.3,1001.7,88,1.6,1.7,7.6,47.41666666666666
482,27.5,30.8,25.0,1000.2,92,1.3,3.0,7.6,33.791666666666664
483,31.9,35.8,28.0,1001.8,75,1.9,0.4,3.5,39.04166666666666
484,30.9,35.8,28.6,1001.8,78,1.9,3.3,14.8,41.708333333333336
485,31.6,35.6,25.8,1002.7,67,2.9,13.0,22.2,12.25
486,30.9,35.5,27.7,1001.5,66,1.9,14.6,27.8,14.5
487,29.5,34.5,27.6,1002.0,77,1.9,8.5,18.3,23.91666666666667
488,32.0,35.6,27.0,1000.9,64,3.4,10.0,20.6,27.375
489,31.9,36.2,28.0,1001.1,68,2.6,4.8,14.8,29.20833333333333
490,32.4,36.9,28.1,1001.9,68,2.7,5.4,11.1,36.5
491,32.2,36.8,28.4,1002.0,61,2.6,14.6,24.1,27.83333333333333
492,32.1,36.6,28.0,1000.8,56,1.9,15.4,25.9,44.125
493,31.9,36.6,27.5,1001.7,54,1.9,12.8,24.1,62.25
494,31.4,36.5,27.6,1005.5,56,1.9,11.7,25.9,60.125
495,31.5,36.9,26.6,1005.7,53,1.9,9.4,22.2,34.666666666666664
496,31.9,36.9,26.8,1005.8,54,2.7,11.9,35.2,39.208333333333336
497,31.0,36.7,26.4,1005.7,54,2.6,10.2,31.7,38.708333333333336
498,32.2,37.9,27.3,1005.8,61,1.9,1.3,3.5,69.95833333333333
499,31.8,37.9,26.8,1003.5,59,1.9,2.6,9.4,94.375
500,32.9,38.0,27.5,1003.3,62,1.9,0.4,3.5,85.75
501,30.4,35.9,26.0,1003.6,78,1.6,2.0,7.6,51.66666666666666
502,29.1,34.8,27.2,1003.4,76,1.9,4.6,11.1,39.41666666666666
503,30.2,36.5,26.2,1002.3,70,1.9,5.7,14.8,23.95833333333333
504,28.4,33.9,23.5,1003.8,55,2.6,8.5,20.6,43.5
505,29.4,35.1,23.7,1005.3,60,2.3,6.3,14.8,50.41666666666666
506,28.6,35.2,25.0,1007.2,64,2.3,3.0,9.4,55.70833333333334
507,28.1,35.3,21.5,1011.8,56,2.6,5.6,13.0,57.125
508,28.6,35.6,22.7,1009.0,72,1.9,6.5,18.3,112.29166666666669
509,28.5,35.4,23.2,1007.3,70,1.9,4.4,14.8,97.70833333333331
510,28.6,36.0,21.8,1004.3,65,1.9,6.1,24.1,80.70833333333333
511,29.6,35.5,25.0,1011.0,69,1.9,3.7,9.4,81.625
512,28.2,34.9,22.9,1012.7,70,1.9,3.9,9.4,65.375
513,27.6,34.9,21.5,1013.6,71,1.8,0.4,3.5,84.375
514,28.2,36.1,21.9,1011.7,70,1.9,3.5,9.4,141.95833333333334
515,27.7,36.2,22.9,1009.9,69,1.9,3.0,9.4,153.375
516,26.6,36.2,21.0,1012.0,68,1.6,2.0,7.6,162.875
517,26.4,34.4,18.3,1012.8,53,2.1,5.4,14.8,0.0
518,25.4,34.4,20.3,1015.0,59,1.9,5.6,16.5,49.33333333333334
519,24.7,33.3,18.5,1014.0,61,2.3,3.5,7.6,107.33333333333331
520,22.3,29.8,15.6,1016.0,73,1.6,1.1,5.4,273.625
521,22.9,31.4,16.2,1016.1,73,1.4,0.9,3.5,256.9583333333333
522,23.4,31.8,17.3,1015.8,75,1.6,0.4,3.5,185.08333333333331
523,23.9,31.8,18.6,1014.2,73,1.8,0.4,1.9,249.5
524,21.9,30.2,16.1,1014.8,79,0.5,1.1,7.6,365.75
525,21.9,29.0,17.1,1016.0,75,1.1,1.9,5.4,241.875
526,22.1,29.8,16.1,1015.0,77,1.3,0.7,3.5,176.875
527,22.3,29.3,16.1,1014.9,64,0.8,5.4,18.3,353.04166666666674
528,22.4,29.8,16.5,1012.0,65,1.1,3.5,13.0,257.4166666666667
529,18.5,27.7,11.5,1017.6,68,1.3,0.9,7.6,207.83333333333331
530,18.6,27.7,11.4,1016.4,69,1.1,0.4,3.5,268.1666666666667
531,18.8,28.5,11.5,1015.4,69,0.8,1.3,3.5,278.3333333333333
532,19.3,28.0,13.0,1014.7,61,1.9,5.7,18.3,157.5
533,20.0,29.1,11.9,1012.6,64,1.4,0.9,7.6,156.375
534,18.4,29.1,13.5,1011.4,71,1.3,2.6,7.6,200.5
535,19.3,28.0,13.8,1014.7,81,0.6,1.7,7.6,212.125
536,17.9,26.2,13.5,1016.2,75,0.8,2.0,11.1,190.5
537,17.6,24.6,11.2,1016.1,75,0.8,7.0,18.3,236.41666666666663
538,17.8,26.2,11.0,1017.1,79,0.6,2.0,7.6,286.375
539,20.2,27.0,12.0,1015.8,68,1.0,1.3,5.4,288.0833333333333
540,19.2,26.9,11.6,1015.4,78,1.0,4.8,14.8,302.4583333333333
541,14.8,21.0,6.8,1016.4,63,2.4,5.4,13.0,163.0
542,14.6,21.3,6.0,1017.1,59,2.6,8.1,14.8,161.375
543,15.2,22.2,7.0,1016.5,60,2.4,7.0,14.8,157.375
544,14.4,21.1,6.8,1019.1,65,1.6,5.6,13.0,245.91666666666663
545,12.6,21.0,0.0,1018.9,68,1.4,2.6,9.4,264.5833333333333
546,13.7,21.0,5.6,1018.8,71,1.3,1.5,7.6,253.29166666666663
547,13.3,19.3,5.5,1021.9,62,1.9,7.8,14.8,181.20833333333331
548,14.4,21.5,5.5,1021.0,60,1.8,8.9,18.3,210.875
549,16.3,22.5,7.6,1020.6,64,1.4,8.1,14.8,255.33333333333331
550,16.9,25.1,6.6,1021.3,65,1.1,2.0,7.6,284.79583333333335
551,15.5,24.1,7.7,1021.0,71,1.1,3.5,11.1,219.72083333333333
552,14.9,22.8,8.0,1018.4,73,1.1,5.9,13.0,182.1875
553,18.3,24.7,11.5,1018.1,85,0.5,1.1,7.6,154.03750000000005
554,16.5,24.7,12.0,1017.4,82,0.6,8.0,13.0,223.20833333333331
555,16.6,22.2,10.2,1015.4,65,1.8,10.0,20.6,200.64583333333337
556,18.2,25.1,12.0,1014.4,77,0.6,5.0,11.1,285.225
557,15.6,23.2,10.9,1015.6,82,0.6,4.3,9.4,236.825
558,13.0,19.0,9.6,1016.9,85,0.8,10.7,16.5,276.90833333333336
559,12.3,19.0,8.9,1015.8,91,0.5,4.6,9.4,108.0
560,11.9,15.7,7.5,1018.9,86,0.8,6.1,11.1,107.625
561,12.0,17.0,6.7,1019.8,75,1.3,7.6,13.0,125.89166666666668
562,11.7,18.0,6.4,1017.3,76,0.8,4.4,13.0,181.01250000000005
563,14.6,21.0,6.8,1015.6,81,0.6,2.4,7.6,152.55416666666667
564,17.7,24.0,9.0,1014.5,69,1.4,4.4,9.4,152.32083333333338
565,17.4,27.2,12.2,1016.4,79,1.1,7.8,18.3,319.7375
566,15.9,22.4,8.4,1017.6,66,2.4,7.2,16.5,332.7083333333333
567,15.2,22.6,6.6,1018.2,56,1.9,8.9,22.2,279.6
568,12.7,19.5,8.0,1017.6,69,1.3,8.3,18.3,179.11666666666667
569,15.6,24.6,10.7,1015.7,81,1.3,2.8,9.4,54.79166666666666
570,17.1,23.2,9.0,1017.1,69,1.8,5.9,11.1,93.375
571,17.6,24.0,10.1,1014.8,67,1.4,5.9,14.8,103.0
572,17.2,26.0,11.5,1014.7,65,2.3,5.7,14.8,132.20833333333334
573,17.7,24.4,9.7,1017.0,64,2.1,8.0,18.3,127.70833333333331
574,17.4,24.4,10.1,1018.9,61,2.3,6.1,11.1,109.33333333333331
575,23.1,30.0,15.6,1014.9,71,1.4,4.1,9.4,56.45833333333334
576,23.7,29.8,18.7,1014.0,75,1.4,11.1,18.3,135.83333333333334
577,20.9,27.8,15.8,1014.4,62,2.6,17.2,27.8,122.5
578,22.6,30.3,11.5,1015.4,57,2.4,5.4,11.1,69.66666666666667
579,22.7,30.4,12.8,1017.7,56,2.6,2.4,7.6,79.83333333333333
580,22.7,30.6,13.0,1018.4,58,2.4,3.3,7.6,62.70833333333334
581,25.0,31.0,15.0,1015.7,59,1.9,1.7,5.4,1.9166666666666667
582,24.9,32.4,15.2,1015.0,57,1.9,1.7,9.4,1.8333333333333333
583,26.8,33.4,15.7,1014.5,52,2.4,4.6,9.4,1.7916666666666667
584,23.7,29.1,15.8,1011.9,67,2.1,5.2,11.1,117.58333333333331
585,23.4,29.1,17.0,1011.4,63,2.1,6.7,16.5,122.70833333333331
586,24.3,29.0,15.6,1011.7,56,1.9,10.0,18.3,76.54166666666667
587,24.3,31.0,16.8,1010.8,66,3.4,6.9,14.8,59.20833333333334
588,22.4,29.5,17.1,1014.1,68,3.4,6.3,16.5,77.20833333333333
589,24.1,29.2,14.5,1014.4,59,2.4,8.5,18.3,87.83333333333331
590,26.8,33.0,19.0,1008.8,61,2.3,3.5,11.1,123.70833333333331
591,27.1,33.0,19.0,1009.9,61,2.6,2.8,13.0,64.79166666666667
592,26.5,32.8,19.5,1010.5,45,2.9,12.2,25.9,62.875
593,29.8,36.2,18.2,1012.7,52,2.4,3.3,7.6,52.04166666666666
594,24.7,36.6,19.7,1012.8,66,2.4,9.4,14.8,128.33333333333334
595,26.2,32.0,19.5,1012.5,56,3.1,9.1,14.8,87.58333333333331
596,29.9,37.0,19.5,1008.3,39,2.7,4.4,9.4,23.20833333333333
597,30.4,37.5,21.6,1006.3,41,2.6,12.0,27.8,15.166666666666664
598,32.3,39.0,21.5,1007.3,39,3.4,5.4,13.0,21.25
599,33.4,39.1,24.8,1008.0,47,2.1,2.6,7.6,25.75
600,29.5,36.9,21.5,1007.2,41,2.3,11.3,16.5,105.33333333333331
601,29.3,36.0,18.8,1008.8,37,3.2,4.8,11.1,117.75
602,30.9,37.0,19.0,1008.9,33,2.6,6.9,14.8,20.791666666666668
603,31.6,38.0,23.2,1002.6,30,3.1,18.7,35.2,46.91666666666666
604,33.1,39.0,24.0,1003.0,26,2.6,10.4,24.1,104.625
605,33.6,40.0,23.0,1003.8,27,2.4,9.8,18.3,109.625
606,34.0,40.6,26.3,1005.5,29,2.6,13.9,22.2,0.0
607,33.9,39.6,25.8,1002.7,28,2.7,15.7,29.4,30.875
608,33.3,39.4,24.8,1000.7,28,3.1,8.3,18.3,75.58333333333333
609,33.4,40.0,21.2,1006.3,27,2.6,3.7,14.8,0.0
610,33.2,40.3,22.2,1005.1,29,2.3,5.0,14.8,0.0
611,34.0,40.7,22.2,1004.6,24,2.4,11.9,22.2,0.0
612,34.7,41.5,22.0,1001.7,24,2.3,8.5,16.5,142.5
613,38.0,44.0,23.8,1001.1,20,2.6,9.6,29.4,133.375
614,35.4,44.0,28.0,1003.2,35,2.7,6.5,18.3,102.41666666666669
615,33.2,38.0,25.0,1004.6,41,2.7,4.6,9.4,158.29166666666666
616,35.1,39.2,25.3,1005.1,40,2.4,7.2,11.1,149.58333333333334
617,33.8,39.8,27.6,1005.5,44,2.4,9.8,16.5,107.29166666666669
618,37.1,42.0,27.5,1000.7,30,2.9,8.3,18.3,106.5
619,36.5,43.0,27.0,1001.8,35,2.6,4.1,22.2,128.125
620,37.3,42.4,27.4,1002.4,32,2.6,4.8,14.8,108.0
621,37.3,43.7,28.6,997.4,44,2.6,9.4,22.2,98.41666666666669
622,37.3,42.8,31.2,996.2,49,2.6,8.3,14.8,94.375
623,36.2,41.5,30.7,995.3,50,2.9,10.9,18.3,118.5
624,32.9,39.0,27.4,996.6,50,2.4,9.4,27.8,110.41666666666669
625,34.6,39.0,26.0,998.4,49,2.4,6.7,16.5,95.83333333333331
626,37.4,41.0,30.6,998.8,31,1.9,14.1,27.8,93.5
627,32.7,37.5,24.7,1002.3,55,2.4,7.4,18.3,38.66666666666666
628,36.0,40.0,26.6,1001.7,46,3.1,9.1,22.2,45.375
629,37.7,42.0,30.7,1000.9,37,2.6,11.9,22.2,65.16666666666667
630,37.6,43.0,28.7,1001.2,42,2.4,2.8,11.1,67.08333333333333
631,34.6,40.3,28.7,1001.1,51,2.7,10.2,25.9,77.66666666666667
632,35.9,41.0,28.6,998.6,50,2.6,8.5,18.3,70.25
633,35.7,41.2,30.0,997.6,48,2.3,9.3,27.8,75.125
634,36.0,41.0,27.6,997.7,46,2.4,12.8,25.9,77.0
635,32.6,40.7,26.0,996.9,59,2.6,11.9,29.4,32.958333333333336
636,34.7,38.0,30.5,995.4,55,2.4,10.4,18.3,40.833333333333336
637,35.6,40.0,30.0,1000.7,57,3.1,9.4,25.9,90.70833333333331
638,31.1,40.1,26.0,999.8,74,2.4,7.6,14.8,97.29166666666669
639,32.9,38.6,27.0,999.7,64,2.4,8.9,16.5,79.83333333333333
640,35.5,39.9,31.2,999.7,60,2.4,9.8,18.3,40.375
641,34.9,39.6,29.6,999.6,61,2.4,7.8,14.8,49.41666666666666
642,34.4,39.4,26.0,998.3,63,2.3,8.0,14.8,43.66666666666666
643,32.2,39.8,25.4,995.4,73,2.3,8.3,14.8,0.0
644,28.4,36.6,24.4,998.1,82,2.4,5.2,9.4,29.66666666666667
645,29.6,32.0,25.7,997.6,80,2.3,2.0,7.6,47.75
646,33.6,36.7,28.8,996.7,66,5.8,5.9,11.1,43.66666666666666
647,30.7,36.9,28.8,996.8,78,2.3,5.4,27.8,29.83333333333333
648,33.3,37.0,27.8,996.2,68,2.6,6.7,11.1,29.66666666666667
649,31.1,34.2,27.8,997.8,78,2.6,6.9,24.1,37.625
650,30.4,35.4,26.7,997.8,82,2.1,5.2,14.8,41.458333333333336
651,31.0,35.2,26.0,997.9,80,2.4,7.2,18.3,53.125
652,32.4,35.2,26.2,999.0,72,2.9,13.5,25.9,36.0
653,34.1,37.0,28.5,998.5,63,3.2,13.0,22.2,70.58333333333333
654,34.1,37.2,29.0,998.4,61,2.6,11.5,22.2,52.45833333333334
655,31.9,35.0,28.3,1001.3,72,2.1,2.8,9.4,38.25
656,30.3,35.0,27.6,1002.6,83,2.3,6.5,16.5,26.58333333333333
657,28.3,35.8,26.8,1003.9,89,1.6,4.3,11.1,57.58333333333334
658,29.2,31.0,26.0,1000.0,85,1.8,4.6,13.0,41.375
659,29.1,32.6,26.4,998.6,85,1.8,5.9,13.0,25.54166666666667
660,30.9,35.0,26.0,997.4,73,2.6,6.5,11.1,28.375
661,32.6,36.0,26.2,997.8,66,3.4,5.6,9.4,40.333333333333336
662,33.3,36.0,26.4,999.7,67,3.2,7.8,18.3,35.375
663,33.4,36.5,28.6,999.9,66,2.9,9.8,16.5,31.91666666666667
664,31.2,36.7,28.0,997.8,75,2.7,9.1,14.8,36.79166666666666
665,29.9,34.0,25.5,1000.2,80,1.4,3.3,11.1,26.83333333333333
666,29.0,33.7,26.0,999.1,85,2.1,6.5,22.2,21.125
667,31.3,34.5,27.0,997.6,71,3.2,12.2,22.2,18.0
668,31.7,34.0,26.4,999.0,71,2.6,2.0,11.1,43.58333333333334
669,32.6,36.0,27.6,999.6,70,2.7,10.6,20.6,46.04166666666666
670,31.2,35.9,26.1,1000.4,71,3.2,8.7,18.3,28.75
671,31.0,35.0,26.8,1004.1,76,2.6,6.1,14.8,64.91666666666667
672,30.8,35.2,26.8,1005.0,76,2.7,3.7,18.3,30.66666666666667
673,27.3,33.3,24.0,1002.4,89,2.1,7.8,27.8,33.166666666666664
674,27.8,31.0,25.2,1001.3,88,2.4,4.6,7.6,30.625
675,30.7,34.0,25.5,1000.1,73,2.6,13.7,22.2,30.33333333333333
676,30.7,34.0,25.0,1000.5,65,3.4,12.0,27.8,31.75
677,31.1,35.0,25.0,1003.1,64,3.2,10.4,18.3,0.0
678,31.3,35.0,26.0,1004.6,63,3.2,11.5,18.3,0.0
679,31.4,36.0,26.7,1006.7,65,3.1,8.3,13.0,83.45833333333333
680,30.4,35.6,25.7,1006.5,72,2.9,4.3,14.8,71.66666666666667
681,31.7,37.1,26.0,1003.2,63,2.9,1.7,5.4,62.375
682,32.5,37.2,25.3,1003.0,59,3.1,1.7,7.6,24.875
683,32.6,37.4,27.0,1005.8,63,2.6,6.3,13.0,37.333333333333336
684,30.7,34.8,25.6,1004.5,66,2.6,3.3,11.1,41.5
685,31.4,35.2,26.0,1005.8,62,3.1,2.0,7.6,48.91666666666666
686,31.9,36.0,26.5,1007.2,66,2.3,2.4,7.6,26.66666666666667
687,32.4,36.4,27.5,1007.8,65,3.1,3.5,11.1,29.0
688,30.3,35.0,24.7,1007.3,62,2.3,7.6,18.3,60.54166666666666
689,29.9,35.0,23.0,1006.3,60,2.6,6.7,24.1,41.583333333333336
690,30.0,36.0,22.5,1004.9,63,2.6,3.0,7.6,50.91666666666666
691,28.6,35.0,19.8,1008.2,49,3.7,11.5,22.2,82.83333333333333
692,28.3,35.2,19.0,1009.4,53,3.4,9.1,35.9,95.25
693,26.8,35.2,17.5,1010.4,57,2.6,5.7,13.0,115.83333333333331
694,27.6,35.0,17.6,1007.6,53,3.1,5.9,13.0,136.70833333333334
695,27.7,35.0,18.6,1006.9,52,3.1,7.8,28.7,160.66666666666666
696,27.3,35.0,19.0,1007.8,55,3.2,7.2,27.8,173.58333333333337
697,27.2,34.5,19.5,1009.0,58,3.1,11.1,25.9,261.6666666666667
698,26.4,33.0,18.4,1012.4,60,2.6,4.6,14.8,272.4166666666667
699,25.4,33.4,16.5,1014.3,62,1.6,5.0,14.8,226.29166666666663
700,23.7,31.7,15.5,1017.7,69,1.0,1.3,5.4,99.70833333333331
701,23.4,31.1,14.2,1016.0,60,1.1,3.0,7.6,217.375
702,22.6,30.6,15.8,1015.4,69,0.5,1.1,5.4,309.375
703,23.9,32.0,14.5,1015.6,63,1.0,2.0,5.4,166.91666666666666
704,23.2,30.2,14.0,1012.6,55,1.1,7.4,18.3,278.0
705,22.5,29.5,15.6,1013.3,56,1.1,11.7,22.2,192.33333333333331
706,21.7,30.0,12.2,1014.5,52,1.1,6.3,16.5,235.33333333333331
707,22.2,30.2,13.6,1015.6,63,1.6,1.5,3.5,221.54166666666663
708,20.8,29.3,12.1,1016.7,58,1.8,3.5,9.4,210.54166666666663
709,20.7,28.8,10.6,1017.8,56,1.8,6.1,16.5,251.20833333333331
